IDENTITE_OPERATEUR;CODE_OPERATEUR;SIRET_ACTEUR;RCS_ACTEUR;ADRESSE_COMPLETE_ACTEUR;BESOIN_RES_NUM;DATE_DECLARATION_OPERATEUR
Société de gestion et d'ingenierie de réseaux;SOGI;3,78843E+13;Rouen;IMMEUBLE LE TRIDENT 24 RUE HENRI RIVIERE  76000 ROUEN   ;0;03/03/2014 00:00
Societe de telephonie et communication;ATCO;4,83256E+13;La Roche sur Yon; 8 RUE DU MAUPAS  85360 LA TRANCHE SUR MER   ;0;14/09/2009 00:00
Société d'Electrification Rurale du Carmausin;SERC;8,57208E+12;Albi; 22 RUE RASPAIL CS20081 81400 CARMAUX   ;0;15/03/2007 00:00
Société des techniques de communication d'entreprise Provence;STCE;3,89629E+13;Aix-en-Provence;CHEMIN DE LA MUSCATELLE LES CARRES DU CENGLE  13790 CHATEAUNEUF-LE-ROUGE   ;0;04/07/2019 00:00
Société des téléphériques de Val d'Isere;STVI;3,80242E+13;Chambéry; GARE CENTRALE DES TELEPHERIQUES  73150 VAL-D'ISERE   ;0;20/05/2019 00:00
Société des téléphones de l'Est;STES;3,51674E+13;Besançon; 14 B RUE LAFAYETTE  25000 BESANCON   ;0;05/09/2019 00:00
Societe d'etudes telephoniques et d'assistance technique;SOCE;702004839;Paris; 7-11 RUE SAINTE LUCIE  75015 PARIS   ;0;17/10/2013 00:00
Société d'expansion pour les départements d'Outre Mer;SODE;3,21505E+13;Pointe à Pitre;ZI DE JARRY 1 RUE ALFRED LUMIERE  97122 BAIE-MAHAULT   ;0;30/12/2016 00:00
Société d'infogérance et d'insertion des travailleurs handicapés;INGE;4,89425E+13;Metz; 4 RUE MARCONI BP 25180 57075 METZ   ;0;18/05/2017 00:00
Société d'ingénierie et de réalisations électroniques;SIRN;8,605E+13;Lorient; 275 RUE LAVOISIER  56600 LANESTER   ;0;22/01/2015 00:00
Société d'ingénierie système télécom et  réseaux (SISTEER);SIST;4,22653E+13;Nanterre; 43 RUE PIERRE VALETTE  92240 MALAKOFF   ;1;13/03/2009 00:00
Société d'installations d'accessoires pour les télécommunications;SIAC;3,20674E+13;Orléans;ZAC LES AULNAIES 131 RUE DU BEUVRON  45160 OLIVET   ;0;21/11/2017 00:00
Société d'intégration de réseaux de télécommunications;SIRT;7,94521E+13;Montpellier; 6 RUE DU PERPIGNAN  34880 LAVERUNE   ;0;20/01/2021 00:00
SOCIETE D'INTERET COLLECTIF AGRICOLE D'ELECTRICITE DE L'AISNE;SICA;4,42324E+13;Soissons; 5 RUE ANDRE AMPERE BP 20024 02201 SOISSONS  CEDEX ;0;22/03/2011 00:00
SOCIETE DU HAUT DEBIT-SHD;HSHD;4,34809E+13;Bobigny; 12 RUE JEAN-PHILIPPE RAMEAU CS 80001 93634 LA PLAINE SAINT-DENIS  CEDEX ;0;16/10/2009 00:00
Société fiduciaire d'expertise et de révision;SOFE;4,33902E+13;Paris; 41 RUE MANIN  75019 PARIS   ;0;17/02/2014 00:00
Société française des télécoms;SFRT;8,23373E+13;Créteil; 4 RUE DES COSMONAUTES  94600 CHOISY-LE-ROI   ;0;13/02/2018 00:00
Société française du radiotéléphone;SFR0;3,4306E+13;Paris;ALTICE CAMPUS 16 RUE GENERAL ALAIN DE BOISSIEU  75015 PARIS   ;1;28/10/2011 00:00
SOCIETE INFORMATIQUE ET TELEMATIQUE CORSE;IFCO;3,39553E+13; ; ZONE INDUSTRIELLE DU VAZZIO  20090 AJACCIO   ;0;14/10/2011 00:00
Société Legos-Local exchange-Global opération services;LEGO;4,408E+13;Paris; 40 RUE D ORADOUR-SUR-GLANE  75015 PARIS   ;1;19/02/2004 00:00
SOCIETE LOCALE D'EXPLOITATION DU CABLE DE L'AGGLOMERATION;LECA;3,39628E+13;Versailles; 43 BOULEVARD VAUBAN  78280 GUYANCOURT   ;0;07/07/2008 00:00
Société lyonnaise d'éclairage;SOLE;4,21208E+13;Lyon; 325 RUE MARYSE BASTIE  69140 RILLIEUX-LA-PAPE   ;0;16/07/2020 00:00
Société méridionale traitements d'écriture;SMTE;3,09269E+13;Salon-de-Provence; 455 BOULEVARD DE LA REPUBLIQUE  13300 SALON DE PROVENCE   ;0;23/06/2020 00:00
SOCIETE NATIONALE DE RADIODIFFUSION RADIO FRANCE;RDFR;3,26094E+13;Paris; 116 AVENUE DU PRESIDENT KENNEDY  75016 PARIS   ;0;07/01/2005 00:00
Société Nationale des Chemins de fer Français;R148;5,52049E+13;Paris; 34 RUE DU CDT RENE MOUCHOTTE  75014 PARIS   ;0;25/06/2003 00:00
SOCIETE NATIONALE DES TELECOMMUNICATIONS;SNTE; ;B6461995 Tunis;CITÉ ENNASSIM AVENUE DU JAPON, PLAISIR  1073 TUNIS   TUNISIE;0;01/12/2008 00:00
SOCIETE NOUVELLE AES DANA;SNAD;4,53999E+13;Arras;ZI EST RUE KEPLER BP 108 62053 ST LAURENT BLANGY  CEDEX ;0;02/07/2007 00:00
SOCIETE PALOISE POUR LE TRES HAUT DEBIT (SPTHD);SPTH;4,50101E+13;Pau;IMMEUBLE LES ALLEES 26 AVENUE DES LILAS  64000 PAU   ;0;13/11/2007 00:00
Société pour le cofinancement des réseaux de fibre des territoires;CRFT;844517185;Paris; 1 BOULEVARD HAUSSMANN  75009 PARIS   ;0;03/11/2020 00:00
Société pour le développement de la téléassistance à la personne ;SDTA;5,2429E+13;Créteil; 5 AVENUE DES FRERES LUMIERE  94356 VILLIERS-SUR-MARNE  CEDEX ;0;20/02/2017 00:00
Société publique locale pour l'aménagment numérique de la Guyane;ANGU;7,92461E+13;CAYENNE;HOTEL DE REGION 4129 ROUTE DE MONTABO BP 7025 97307 CAYENNE  CEDEX ;0;20/06/2013 00:00
Société réunionnaise du radiotéléphone;SRR;3,93551E+13;Saint Denis de la Réunion; 21 RUE PIERRE AUBERT CS 62001 97743 SAINT-DENIS  CEDEX 9 ;1;23/02/1995 00:00
Sofakom;SFKM;4,52821E+13;Perpignan; 7 ROUTE D'ORTAFFA  66670 BAGES   ;0;24/08/2021 00:00
SOFT4MOBILE;SOFT;4,53638E+13;Paris; 208 RUE SAINT MARTIN  75003 PARIS   ;0;01/03/2010 00:00
SoftLayer Dutch Holdings B.V.;SLDU; ;52461041 Registre des Pays-Bas; 16 PAUL VAN VLISSINGENSTRAAT  1096BK AMSTERDAM   PAYS-BAS;0;31/07/2015 00:00
Sogeprom;SPRO;5,39842E+13;Agen;12 RUE HENRI IV   47700 CASTELJALOUX   ;1;16/07/2014 00:00
Sogetrel;SOEL;3,97768E+13;NANTERRE; 143 AVENUE DE VERDUN  92130 ISSY LES MOULINEAUX   ;0;10/12/2013 00:00
SOLDIS TELECOM;SOLD;7,51473E+13;PARIS; 30 BIS RUE DE TILSITT  75017 PARIS   ;0;17/07/2012 00:00
Soliano THD;SLIA;8,78799E+13;Grenoble; 125 RUE DU PLACYRE  38500 VOIRON   ;0;21/01/2021 00:00
Solidarité digitale France (SDF);SDFR;8,09621E+13;Paris ; 23 AVENUE RENE COTY  75014 PARIS   ;0;26/03/2015 00:00
Solidarités numériques en Quercy blanc;SNQB; ;W461003103 Préfecture du Lot;MAIRIE 1 PLACE GAMBETTA  46170 CASTELNAU MONTRATIER-SAINTE-ALAUZIE   ;0;15/06/2017 00:00
Solocal;PAJA;4,44213E+13;Nanterre; 204 RPT DU PONT DE SEVRES  92100 BOULOGNE-BILLANCOURT   ;1;12/01/2011 00:00
Solstice Grand Angoulême;SOGA;4,93589E+13;Nanterre;IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE  92310 SEVRES   ;0;18/01/2007 00:00
SOLSTIS;SOLS;3,99369E+13;Tours;ZAC LE PAPILLON 220 RUE HENRY POTEZ  37210 PARCAY MESLAY   ;0;28/07/2009 00:00
Solstis group;SORO;4,44864E+13;Gap; 276 IMPASSE DES SAVOYARDS  38490 AOSTE   ;0;13/10/2016 00:00
Soluance;SLNE;8,02661E+13;Lyon; 34 ZAC LES EPALITS  42610 ST ROMAIN LE PUY   ;0;26/04/2016 00:00
Solucaphie;SOCA;8,14409E+13;PARIS; 7 RUE MARTEL  75010 PARIS   ;0;18/01/2016 00:00
Solucom;SLCM;8,52041E+13;Paris; 221 RUE LAFAYETTE  75010 PARIS   ;1;15/07/2019 00:00
SOLUTECH.NET;SOLU;5,13924E+13;Basse-Terre;SAINT JEAN LES MANGLIERS  97133 ST BARTHELEMY   ;0;15/11/2011 00:00
Solution IP;SOIP;8,33425E+13;Perpignan; 29 RUE NEUVE  66610 VILLENEUVE-LA-RIVIERE   ;0;02/01/2019 00:00
Solution partners;SOPA;4,8245E+13;Créteil;BAT A6 - ZA LES JARDINS D'ALFORTVILLE 71 RUE ETIENNE DOLET  94140 ALFORTVILLE   ;0;06/08/2019 00:00
Solution smart;SOSM;8,09703E+13;Toulon; 120 IMPASSE DU CADENET  83210 SOLLIES PONT   ;0;17/06/2021 00:00
Solutions Informatiques Services;SOIS;5,13533E+13;Nanterre; 50 AVENUE DE L EUROPE  92700 COLOMBES   ;1;25/05/2011 00:00
Solutions Informatiques Télécom;SITS;8,31694E+13;Poitiers;ZA DE L'ANJOUINIERE   86370 VIVONNE   ;0;05/03/2020 00:00
Solutions IP;SLTP;8,88181E+13;Paris; 66 AVENUE DES CHAMPS ELYSEES  75008 PARIS   ;0;24/03/2021 00:00
Solvitech;SOLV;8,27785E+13;Romans; 9 BIS RUE PASTEUR  26100 ROMANS-SUR-ISERE   ;0;26/03/2018 00:00
Solware Auto;SLWA;4,97859E+13;Lyon; 68 BIS CHEMIN DU MOULIN CARRON  69570 DARDILLY   ;0;31/01/2018 00:00
Sonesol;SOSL;8,25217E+13;Toulouse;PORTES SUD - BATIMENT 3 12 RUE LOUIS COURTOIS DE VICOSE  31100 TOULOUSE   ;0;25/02/2020 00:00
SOON THD;SOON;8,94351E+13;Nanterre; 48 RUE GUYNEMER  92130 ISSY LES MOULINEAUX   ;0;30/03/2021 00:00
Sopracom;SOCO;4,99712E+13;Paris; 130 RUE DE COURCELLES  75017 PARIS   ;0;13/07/2017 00:00
SOPRINFO;SOPR;4,93182E+13;Fort de France;CENTRE D'AFFAIRE DILLON VALMENIÈRE ROUTE DE LA POINTE DES SABLES  97200 FORT DE FRANCE   ;0;13/07/2011 00:00
Soracom corporation Ltd;SRCM; ;Registre d'Angleterre et du Pays de Galles sous le numéro 12311887;16 GREAT QUEEN STREET - COVENT GARDEN    LONDON WC2B 5AH   ROYAUME-UNI;0;20/02/2020 00:00
Soracom DK ApS;SODA; ;Danish Central Business Register 37757268 ; 1 AUTOMATIKVEJ  2860 SOBORG   DANEMARK;0;26/05/2017 00:00
SOREA société des régies de l'Arc;SORE;4,92932E+13;Chambéry;ZA DU PRE DE PAQUES 6 RUE PORTE MARTEL  73870 SAINT-JULIEN-MONT-DENIS   ;0;20/10/2015 00:00
SOREGIES;SRGS;4,50889E+13;Poitiers; 78 AVENUE JACQUES COEUR  86000 POITIERS   ;0;14/06/2005 00:00
SOS amitié France;SOSA;7,75698E+13;Paris; 33 RUE LINNE  75005 PARIS   ;0;08/02/2020 00:00
SOS futur;SOSF;8,21786E+13;Nancy; 67 RUE CHARLES KELLER  54000 NANCY   ;0;04/09/2020 00:00
SOS ingénieur;SOSI;5,32582E+13;Nanterre; 4 AVENUE LAURENT CELY  92600 ASNIERES-SUR-SEINE   ;0;30/06/2017 00:00
SOS micro 57 ;SO57;7,99544E+13;Metz; 9 GRAND RUE  57280 HAUCONCOURT   ;0;29/08/2017 00:00
Soundradio;SOUN; ;W442016891 - Préfecture de Nantes; 6 AVENUE JEAN-BAPTISTE PERRIN  44300 NANTES   ;0;06/08/2016 00:00
Southern caribbean fiber;SCF;4,83778E+13;Pointe-à-Pitre;TOUR SECID / 6EME ETAGE PLACE DE LA RENOVATION  97110 POINTE-A-PITRE   ;0;19/03/2007 00:00
SOWILO NETWORK;SOWI;4,83721E+13;Clermont Ferrand; 203 B BOULEVARD GUSTAVE FLAUBERT  63000 CLERMONT FERRAND   ;0;09/06/2008 00:00
Spartel services;SPAR;4,82524E+13;Créteil; 6 RUE ARISTIDE BRIAND  94100 SAINT MAUR DES FOSSES FRANCE  ;1;01/06/2014 00:00
Speakintelligence B.V.;SPEA; ;34162380; 13 ORANJEBAAN   1183 NN AMSTELVEEN   PAYS-BAS;0;28/09/2018 00:00
Spie citynetworks;SPKS;4,34085E+13;Bobigny; 1-3 PLACE DE LA BERLINE  93287 SAINT-DENIS  CEDEX ;0;18/01/2017 00:00
SPIE cloud services;VEEP;4,31616E+13;Nanterre; 148 AVENUE PIERRE BROSSSOLETTE CS 20032 92247 MALAKOFF   ;0;07/01/2011 00:00
SPIE ICS;SPIE;3,1906E+13;Nanterre; 148 AVENUE PIERRE BROSSOLETTE CS 20032 92247 MALAKOFF   ;0;30/01/2007 00:00
Spie telecom services;SPTS;7,94532E+13;Pontoise; 10 AVENUE DE L'ENTREPRISE  95863 CERGY-PONTOISE  CEDEX ;0;11/04/2016 00:00
Spin off ;SPIN;7,94718E+13;Nice; 57 PROMENADE DES ANGLAIS  06000 NICE   ;0;14/02/2018 00:00
SPL SAINTE-ANNE 2 0;SPLS;7,51209E+13;POINTE A PITRE;HOTEL DE VILLE PLACE SCHOELCHER  97180 SAINTE-ANNE   ;0;02/07/2012 00:00
Sprintlink France SAS;SPRI;4,30118E+13;Paris;TMF POLE 3/5 RUE SAINT GEORGES  75009 PARIS   ;0;07/01/2003 00:00
SPRINT-TELECOM;SPTE;5,40097E+13;MARSEILLE; 38 RUE MONTGRAND  13006 MARSEILLE   ;0;26/11/2012 00:00
Square pro conseil;SPCL;8,00093E+13;La Roche-sur-Yon; 1 RUE DU FIEF MOREAU  85200 LONGEVES   ;0;10/06/2016 00:00
Squit;SQUT;8,8058E+13;Evry; 17 RUE DE LA VILLAGEOISE  91430 IGNY   ;0;14/10/2021 00:00
SRI informatique;SRII;8,10176E+13;Limoges; 2 AVENUE GEORGES BRASSENS  87500 SAINT YRIEIX-LA-PERCHE   ;0;03/12/2016 00:00
SRT communication;SRTC;8,28407E+13;POITIERS; ZI TRANCHIS  86700 COUHE   ;0;06/01/2021 00:00
SRT Systems;SRTS;5,13262E+13;PONTOISE;ZI LES BETHUNES 14 RUE DU COMPAS BP 95042 95310 SAINT-OUEN L'AUMONE   ;0;29/04/2021 00:00
SSIP;SSIP;8,04165E+13;Toulouse; 32 CHEMIN DE LA ROCHE  31390 CARBONNE   ;0;18/06/2019 00:00
St Barth fast web inc;STBA;4,88729E+13;Basse-Terre; CENTRE D'AFFAIRES, BUREAU N° 5, MARIGO BP 144 97133 SAINT-BARTHELEMY   ;0;13/02/2017 00:00
St Barth Telecom;STBT;8,40942E+13;Basse Terre;RUE DU ROI OSCAR II GUSTAVIA BP 411 97133 SAINT BARTHELEMY   ;0;24/03/2021 00:00
ST COMMUNICATION;STCO;4,8487E+13;Montpellier;ZI LA LAUZE 19 R ANTOINE DE SAINT EXUPERY  34430 ST JEAN DE VEDAS   ;0;08/04/2009 00:00
Stardust multimedia;STMU;5,01004E+13;Toulouse; 63 BOULEVARD DE STRASBOURG  31000 TOULOUSE   ;0;24/05/2019 00:00
Starface;STAR; ;Amtsgericht Mannheim HRB 110990; 102 STEPHANIENSTRASSE  76133 KARLSRUHE   ALLEMAGNE;0;12/04/2019 00:00
Starlink France SARL;TIBR;8,77557E+13;Paris; 95 RUE LA BOETIE  75008 PARIS   ;0;24/10/2019 00:00
Starlink internet services limited;SISL; ;Ireland 677409;FIFTH FLOOR BEAUX LANE HOUSE -MERCER   2 D02 DH60 DUBLIN   IRLANDE;0;10/10/2020 00:00
Steam beam big data ;SBBD;8,24146E+13;Créteil; 31 AVENUE DU GENERAL LECLERC  94420 LE PLESSIS-TREVISE   ;0;11/03/2018 00:00
Stecarphi;STEC;5,25024E+13;Châlons-en-Champagne;ZAC DES ESCARNOTIERES 1 AVENUE DU MAQUIS DES GLIERES  51000 CHALONS-EN-CHAMPAGNE   ;0;11/06/2018 00:00
Steeve multi-services;STEE;4,81636E+13;Tours; LE GRAND HELAS  37310 CHAMBOURG-SUR-INDRE   ;0;17/05/2017 00:00
Stella telecom;STEN;4,14597E+13; ; 245 ROUTE DES LUCIOLES  06560 VALBONNE   ;0;29/10/2007 00:00
STEMEO;STME;8,15095E+13;Cannes; 435 CHEMIN DE L'HUBAC  06250 MOUGINS   ;0;02/03/2021 00:00
Stephie télécom;APSO;7,52362E+13;Strasbourg; 10 RUE DES CIGOGNES  67960 ENTZHEIM   ;1;09/01/2014 00:00
Steve Gates ;STGA;8,43969E+13;Paris; 23/25 RUE JEAN-JACQUES ROUSSEAU  75001 PARIS   ;0;15/01/2020 00:00
STI-COM SARL;STCM;5,04145E+13;Bobigny; 104 RUE DE MEAUX  93410 VAUJOURS   ;0;18/09/2018 00:00
STIME;STIM;3,0185E+13;Paris; 21 RUE BARBES BP 515 92542 MONTROUGE  CEDEX ;0;12/12/2008 00:00
STJ;STJJ;7,95207E+13;Caen; 16 RUE DU CHATEAU  14840 DEMOUVILLE   ;0;21/03/2014 00:00
STOI INTERNET;R154; ;2005 B 12023 RCS Mayotte;ZI KAWENI IMMEUBLE ALIMA BP 524 97600 MAMOUDZOU   ;1;03/10/2005 00:00
Stolon;STLN; ;W643008240 ASSO Pau;BATIMENT C4 64 AVENUE DU GENERAL LECLERC  64000 PAU   ;0;15/05/2018 00:00
Stop telecom;STTE;5,07495E+13;Nanterre; 11 RUE GAY LUSSAC  92320 CHATILLON   ;0;16/02/2016 00:00
Stori connect;STRI;8,11076E+13;Nanterre ; 4-6 RUE PERIER  92120 MONTROUGE   ;0;12/12/2017 00:00
Storit;STRT;8,5116E+13;Evry; 73 RUE LEON BOURGEOIS  91120 PALAISEAU   ;0;06/04/2020 00:00
STR HD;STRH;5,2918E+13;de Nîmes;ZA LES ESPINAUX 29 AVENUE PAUL VALERY  30340 SAINT-PRIVAT-DES-VIEUX   ;0;19/09/2011 00:00
STRAPP;STRP;8,28555E+13;Nantes; 14 RUE CHARLES BRUNELLIERE  44100 NANTES   ;0;16/02/2021 00:00
Strateginfo;STRA;5,23903E+13;Bordeaux; 4 RUE RENE MARTRENCHAR  33150 CENON   ;0;13/01/2019 00:00
Strong Blue conseil & télécom;STRO;8,92202E+13;Strasbourg;BATIMENT SXB1 16 AVENUE DE L'EUROPE  67300 SCHILTIGHEIM   ;0;10/03/2021 00:00
STRYCOM;STRY;5,01021E+13;VERSAILLES; 17 BOULEVARD VICTOR HUGO  78300 POISSY   ;0;31/03/2021 00:00
Sud Aquitaine telecom;SUDA;8,24872E+13;Bordeaux; 13 LIEU-DIT ESTEBELINGUE  33540 CASTELVIEL   ;0;05/09/2018 00:00
Sud Bourgogne THD;SBTD;8,93312E+13;Chalon sur Saône;RUE JULES GUESDE CHATEAU DE LA VERRERIE  71200 LE CREUSOT   ;0;19/02/2021 00:00
Sud informatique;SUDI;4,48342E+13;Nîmes;ZI DE L'ARDOISE RUE PAUL SABATIER  30290 LAUDIN-L'ARDOISE   ;0;20/07/2017 00:00
Sud telecom;SDTL;338543770;AVIGNON; 148 RUE DU GRAND GIGOGNAN BP 10976 84093 AVIGNON  09 ;0;05/11/2018 00:00
Sud-est IT;SUEI;9,013E+13;Aix en Provence; 190 RUE TOPAZE  13510 EGUILLES   ;0;29/07/2021 00:00
Sulpice SAS;SULP;3,5233E+13;Chambéry;ZAC DES LANDIERS NORD 533 AVENUE DE VILLARCHER  73025 CHAMBERY  CEDEX ;0;15/01/2014 00:00
Supélec rézo;SURE;8,02419E+13;Orléans;RESIDENCE CESAL 1 RUE JOLIOT CURIE  91190 GIF-SUR-YVETTE   ;0;14/11/2015 00:00
Surestel;SRST;7,9349E+13;AIX EN PROVENCE; 675 RUE MAYOR DE MONTRICHER  13290 AIX EN PROVENCE   ;0;22/11/2021 00:00
SURF ZONE;SURF;5,3101E+13;Nîmes;ESPACE BELLEVUE 23 AVENUE JULES FERRY  30133 LES ANGLES   ;0;24/03/2011 00:00
Sur-Tel;SRTL;5,04871E+13;Bobigny; 42 BIS ALLEE DES COTEAUX  93340 LE RAINCY   ;0;14/09/2018 00:00
SV telecom;SVTE;4,48524E+13;Paris; 37 RUE DES MATHURINS  75008 PARIS   ;0;11/12/2019 00:00
Swali;SWAL;4,88058E+13;Avignon;CENTRE D'AFFAIRES LES NAIADES 10 AVENUE DE LA POULASSE  84000 AVIGNON   ;0;31/01/2017 00:00
Swarm technologies Inc.;SWAR; ;5741530;435 N WHISMAN ROAD    MOUNTAIN VIEW CA 94043   ETATS-UNIS;0;29/11/2019 00:00
Swipe;SWPE;881529143;Paris; 10 AVENUE PENTHIEVRE  75008 PARIS   ;0;19/05/2020 00:00
Swisstok telnet France;SWTF;8,17807E+13;Paris;LOT 1665 101 RUE DE SEVRES  75006 PARIS   ;0;13/04/2016 00:00
SWITCH TELECOM;SWIT;4,50691E+13;NANTERRE; 1 PLACE PAUL VERLAINE  92100 BOULOGNE BILLANCOURT   ;0;22/04/2013 00:00
Switchcom;SWCO;8,2928E+13;Aix-en-Provence; 340 AVENUE MARX DORMOY  13530 TRETS   ;0;02/03/2018 00:00
Switchit;SWTT;8,8968E+13;Lyon; 142 AVENUE DES FRERES LUMIERES  69008 LYON   ;0;04/11/2020 00:00
Switchless;SWES;8,01141E+13;Paris; 10 RUE PERGOLESE  75016 PARIS   ;0;02/01/2015 00:00
Sybocom;SYOM;8,38502E+13;Sarreguemines; 48A RUE DU PONT  57980 DIEBLING   ;0;19/11/2018 00:00
SYBOCOM;SYBM;8,38502E+13;SARREGUEMINES; 48A RUE DU PONT  57980 DIEBLING   ;0;09/04/2021 00:00
SYBORD;SYBO;3,07787E+13;LYON; 199 CHEMIN DU GRAND REVOYET BP 43 69564 SAINT-GENIS-LAVAL  CEDEX ;0;05/12/2012 00:00
Sycatel ;SYCA;8,08607E+13;Pontoise; 2 ESPLANADE DE LA GARE  95820 SANNOIS   ;0;11/08/2020 00:00
SYD CRC;SYDC;7,9337E+13;Nantes; 11 RUE DE LA RABOTIERE  44800 SAINT-HERBLAIN   ;0;14/03/2019 00:00
SYLAXE;SYLA;4,84086E+13;STRASBOURG; 11 ROUTE DU PETIT RHIN  67000 STRASBOURG   ;0;19/10/2012 00:00
Sylaxe telecom;SLXM;8,39656E+13;Strasbourg; 24 RUE DE L INDUSTRIE  67400 ILLKIRCH-GRAFFENSTADEN   ;0;21/01/2019 00:00
Syma;SMAA;8,08717E+13;PARIS ; 153 AVENUE D'ITALIE  75013 PARIS   ;1;12/04/2019 00:00
SYMARS TECHNOLOGY;SYTE;7,51621E+13;SAINT-PIERRE; 8 CHEMIN SALME  97432 LA RAVINE DES CABRIS   ;0;25/02/2013 00:00
Synaps informatique;SYNA;3,88461E+13;CHAMBERY;L ANTARES 297 AVENUE DES MASSETTES  73190 CHALLES-LES-EAUX   ;0;24/05/2013 00:00
Syndicat Audois d'énergies et du Numérique;SYAD; ;Département de l'Aude; 15 RUE BARBES CS 20073 11890 CARCASSONNE  CEDEX ;1;17/12/2015 00:00
Syndicat d'électrification de la région de Sedan;SERS; ;Préfecture des Ardennes l; MAIRIE - PLACE DE LA HALLE  08450 RAUCOURT ET FLABA   ;0;08/01/2008 00:00
SYNDICAT DEPARTEMENTAL D'ELECTRICITE ET DE GAZ DE LA CHARENTE;SDEG; ;Préfecture de Charente pa; 308 RUE DE BASSEAU  16021 ANGOULEME  CEDEX ;0;06/10/2011 00:00
SYNDICAT DEPARTEMENTAL D'ENERGIE DE LOIRE ATLANTIQUE (SYDELA);SYDE;2,00015E+13; ; 37 BOULEVARD SALVADOR ALLENDE BP 40059 44801 SAINT HERBLAIN  CEDEX ;0;29/06/2012 00:00
Syndicat départemental d'énergie et d'équipement du Finistère;SYFI;2,52901E+13;Quimper;CS 44004 9 ALLEE SULLY  29337 QUIMPER  CEDEX ;0;20/11/2019 00:00
Syndicat d'équipement des communes des Landes;SY40;2,54001E+13;Mont-de-Marsan; 55 RUE MARTIN LUTHER KING  40000 MONT-DE-MARSAN   ;0;20/12/2013 00:00
SYNDICAT DES ENERGIES ET DE L'AMENAGEMENT NUMERIQUE DE LA HAUTE-SAVOIE;SYAN;2,574E+13;ANNECY; 27 RUE DE LA PAIX BP 40 045 74002 ANNECY  CEDEX ;0;01/09/2011 00:00
Syndicat Haute-Saône numérique;SHSN;2,00045E+13; ;HOTEL DU DEPARTEMENT 23 RUE DE LA PREFECTURE  70000 VESOUL   ;0;10/02/2016 00:00
SYNDICAT INTERCOMMUNAL A VOCATION UNIQUE POUR LA TELEDISTRIBUTION;SIVU;2,55902E+13;Arrêté préfectoral du 06/09/2005;MAIRIE PLACE JEAN JAURES BP 60030 59430 SAINT-POL-SUR-MER   ;0;07/08/2012 00:00
SYNDICAT INTERCOMMUNAL DE TELECOMMUNICATIONS DE LA VALLEE DE L'ORNE;RITE; ;2010-01-04 Syndicat Inter; 95 RUE JOFFRE  57185 CLOUANGE   ;0;09/11/2011 00:00
Syndicat Intercommunal d'Energie et de E-communication de l'Ain;SIEA;2,501E+13;Préfecture de l'Ain; 32 COURS DE VERDUN CS 50268 01006 BOURG EN BRESSE  CEDEX ;0;11/10/2007 00:00
Syndicat intercommunal d'énergies de la Marne;SIEM;2,55101E+13;Préfecture Châlons-en-Champagne; 2 PLACE DE LA LIBERATION BP 352 51022 CHALONS-EN-CHAMPAGNE  CEDEX ;0;23/11/2015 00:00
Syndicat intercommunal d'énergies du Département de la Loire;SIEL;2,54201E+13;Saint-Etienne; 5 RUE CHARLES DE GAULLE  42041 SAINT-ETIENNE  CEDEX 1 ;0;14/05/2012 00:00
Syndicat intercommunal des collectivités territoriales informatisées des Alpes-Méditerranée;SICT;2,50602E+13; ;SPACE ANTIPOLIS, PORTE 15 2323 CHE DE SAINT BERNARD  06220 VALLAURIS   ;0;24/07/2014 00:00
Syndicat intercommunal du Grand Vallat;GRVA;2,413E+13;Marseille; PLACE DE L'HOTEL DE VILLE  13320 BOUC BEL AIR   ;0;05/09/2016 00:00
SYNDICAT MIXTE ARDECHE DROME NUMERIQUE;SADN;2,00008E+13;VALENCE;ROVALTAIN TGV 1 AVENUE DE LA GARE BP 15137 26958 VALENCE  CEDEX ;0;13/02/2012 00:00
Syndicat mixte de coopération territoriale Megalis Bretagne;SYMB;2,53514E+13;synd mixte (selon art. L5721-1 et suivants du CGCT);ZAC DES CHAMPS BLANCS 15 RUE CLAUDE CHAPPE - BAT. B  35510 CESSON-SEVIGNE   ;0;04/12/2013 00:00
SYNDICAT MIXTE D'ENERGIES, D'EQUIPEMENTS ET DE E-COMMUNICATIONS DU JURA;SIDJ;2,53901E+13; ; 1 RUE MAURICE CHEVASSU  39000 LONS LE SAUNIER   ;0;31/01/2012 00:00
Syndicat mixte dorsal;SY87;2,58729E+13;Limoges; 19 BOULEVARD DE LA CORDERIE  87000 LIMOGES   ;0;16/12/2014 00:00
Syndicat mixte Doubs Trés Haut Débit;SY25;2,00038E+13;20 003 772 900 023; 6 RUE DU COLLEGE  25800 VALDAHON   ;0;22/05/2013 00:00
Syndicat mixte du pays des Cévennes;SY16;2,53003E+13; ;MYRIAPOLE 1675 CHE DE TRESPEAUX  30100 ALES   ;0;24/07/2014 00:00
SYNDICAT MIXTE ETUDE DEVELOPT DES SERVICES RESEAU DE COMM ELECTRO PAYS DE LOIRE;SMPL;2,54403E+13; ;HÔTEL DE LA RÉGION 1 RUE DE LA LOIRE  44966 NANTES  CEDEX 9 ;0;06/12/2007 00:00
Syndicat mixte La Fibre64;SMFI;2,00081E+13;Pau; 64 AVENUE JEAN BIRAY  64000 PAU   ;1;12/11/2019 00:00
